customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Contrato_Longo
5175-aobhi,yes,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.0,193.6,False
5175-wlyxl,no,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,1600.25,False
5176-ldkuh,no,female,0,no,no,48,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,electronic check,75.15,3772.65,True
5176-lmjxe,no,female,0,no,no,47,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.55,945.7,True
5176-olskt,no,female,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer,66.9,4370.25,True
5177-rvznu,no,female,0,no,yes,37,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.3,755.4,True
5178-lmxop,yes,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,95.1,False
5180-uciiq,yes,male,1,yes,yes,22,no,no,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,880.2,False
5181-oabfk,no,female,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,credit card,61.3,3346.8,True
5183-klyem,no,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,112.75,8192.6,True
5183-snmjq,no,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card,95.1,865.1,False
5186-ejegl,no,male,0,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.5,653.25,False
5186-peizu,no,female,0,no,no,35,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer,19.25,617.65,False
5186-samnz,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer,69.5,69.5,False
5188-hgmlp,no,male,1,yes,no,54,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer,74.0,3919.15,False
5192-ebgov,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,False
5193-qlvzb,no,male,0,no,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,104.75,6536.5,True
5195-kpunq,no,female,1,no,no,53,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,mailed check,96.75,5206.55,True
5196-sgoak,yes,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.7,75.7,False
5196-wpyow,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,60.05,3994.05,True
5197-lqxxh,no,female,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card,83.3,5894.5,True
5197-pyepu,no,female,0,yes,yes,42,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,yes,credit card,94.45,3923.8,True
5197-ypybz,no,female,0,yes,yes,12,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.25,274.7,True
5198-efnbm,no,male,1,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8,True
5198-hqaen,no,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.7,3165.6,True
5199-fpusp,no,male,0,no,yes,33,no,no,dsl,yes,no,no,yes,no,no,one year,no,credit card,34.05,1113.95,True
5201-cbwyg,no,male,0,yes,yes,62,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,24.8,1476.25,True
5201-frkks,no,male,0,no,no,25,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer,74.3,1952.25,False
5201-ussqz,no,female,0,yes,no,26,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,credit card,85.9,2196.45,False
5202-ivjnu,yes,female,0,no,yes,39,no,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit card,30.1,1131.3,False
5203-xehax,no,female,0,no,no,34,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,electronic check,64.35,2053.05,True
5204-hmgyf,no,female,0,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,mailed check,87.2,4345.0,True
5204-qzxpu,yes,male,0,no,no,19,no,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.65,733.35,False
5206-hpjkm,no,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card,55.5,934.15,False
5206-xzzqi,no,male,0,no,no,53,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,mailed check,80.6,4348.1,False
5207-plstk,no,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,False
5208-fvqkb,no,male,0,yes,no,70,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,67.95,4664.15,True
5208-hfsbt,yes,female,0,no,no,2,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card,55.05,102.75,False
5213-twwju,no,male,0,no,no,28,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,electronic check,91.0,2626.15,False
5214-chiwj,no,male,0,no,no,27,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.3,595.05,True
5214-nltit,no,male,0,yes,yes,72,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,yes,credit card,90.8,6511.8,True
5215-lnldj,no,female,0,yes,yes,7,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.7,149.05,False
5216-wasfj,no,female,1,yes,no,31,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.85,2633.4,False
5219-yiptk,yes,female,0,yes,no,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.4,3409.6,False
5220-agaax,no,male,0,yes,yes,68,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,24.0,1664.3,True
5222-imukt,no,male,0,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,91.05,2871.5,False
5222-jcxzt,no,male,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.0,78.9,False
5223-uzavk,no,male,0,no,no,64,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,credit card,100.3,6603.8,True
5226-nozfc,no,male,0,no,no,26,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,85.75,2146.5,False
5227-jscfe,no,male,1,yes,no,71,no,no,dsl,yes,yes,yes,yes,no,no,two year,no,credit card,46.35,3353.4,True
5228-excet,yes,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.85,1008.7,False
5229-dtfyb,no,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer,98.8,3959.15,True
5229-prwkt,yes,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.55,649.65,False
5231-fiqpa,no,female,0,no,no,41,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.85,810.45,True
5232-nxpay,no,female,0,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,74.45,3510.3,True
5233-aozuf,no,female,0,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,2149.05,False
5233-geeax,yes,male,1,no,no,8,no,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.4,221.9,False
5236-perkl,yes,female,0,no,no,57,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer,112.95,6465.0,True
5236-xmzjy,no,female,0,no,no,42,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer,59.65,2536.55,False
5240-caoyt,no,female,0,no,no,57,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,bank transfer,87.55,4884.85,False
5240-ijoqt,yes,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.7,74.7,False
5242-uowhd,no,male,0,yes,yes,45,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.35,929.2,True
5243-saotc,no,male,0,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer,79.85,4308.25,False
5244-irfih,yes,male,1,yes,no,33,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.5,3105.55,False
5245-vdbur,no,female,0,yes,no,52,no,no,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.45,1958.95,True
5248-kwlar,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,90.35,6325.25,True
5248-rpyww,no,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,90.15,6716.45,True
5248-ygijn,no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,90.25,6369.45,True
5249-qyhex,no,female,0,yes,yes,40,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.8,1024.7,True
5256-skjgo,no,female,0,yes,yes,64,no,no,dsl,no,yes,no,yes,yes,yes,two year,yes,electronic check,54.6,3423.5,True
5260-umpwx,no,female,0,yes,yes,26,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card,20.25,493.95,False
5261-qshqm,yes,female,0,no,no,4,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,86.6,False
5266-pfrqk,no,male,0,yes,yes,52,yes,no,no,no,no,no,no,no,no,one year,yes,credit card,20.85,1071.6,True
5268-dsmnq,no,female,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card,97.95,5936.55,True
5269-nrgdp,no,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,73.15,3088.25,True
5271-dbysj,no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card,79.15,827.7,False
5271-ynwvr,yes,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856.0,True
5274-xhaky,no,female,0,yes,yes,41,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer,94.3,3893.6,False
5275-pmfut,no,male,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,64.8,4719.75,True
5275-sqeiz,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,80.85,80.85,False
5276-kqwhg,yes,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,131.65,False
5277-zloor,yes,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.55,187.45,False
5278-pnyox,no,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card,100.65,4917.75,True
5281-buzgt,yes,male,1,no,no,36,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,90.85,3186.7,False
5285-mvehd,no,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card,105.6,6068.65,True
5286-yhcvc,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,104.8,7470.1,True
5287-qwlky,yes,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card,105.1,7548.1,False
5288-ahoup,no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.5,874.2,False
5293-wxjak,yes,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer,104.05,1133.65,False
5294-cdgwy,yes,male,0,yes,yes,51,no,no,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,59.3,3014.65,True
5294-dmsfh,no,female,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card,87.8,2621.75,False
5294-imhht,no,male,0,yes,no,53,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,bank transfer,97.75,5043.2,True
5295-pcjoo,yes,male,0,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.4,184.4,False
5296-bfcyd,no,male,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.1,936.85,True
5296-psyvw,no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,24.55,1750.7,True
5297-mdoir,no,female,0,yes,no,63,yes,no,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card,81.15,5224.5,True
5298-gstlm,no,female,1,no,no,60,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,bank transfer,101.4,6176.6,True
5299-ruloa,yes,female,0,yes,yes,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.25,1064.65,False
5299-sjczt,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer,101.55,298.35,False
5301-gauuy,yes,male,0,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer,80.35,2596.15,False
5302-bdjnt,no,male,0,no,no,35,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,95.5,3418.2,False
5304-efjlp,no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer,111.65,8022.85,True
5306-bvtkj,no,male,0,yes,yes,48,yes,no,dsl,no,yes,yes,no,no,no,one year,yes,credit card,55.8,2651.2,True
5307-dzcvc,yes,female,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card,85.95,2628.6,False
5307-uvgnb,no,female,0,yes,yes,53,no,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer,48.7,2495.2,False
5309-taikl,no,female,0,no,no,7,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,no,bank transfer,62.8,418.3,False
5310-noova,no,male,0,no,no,46,yes,no,no,no,no,no,no,no,no,two year,no,electronic check,19.95,907.05,True
5311-ihlei,no,male,0,no,no,12,no,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,bank transfer,50.95,605.75,False
5312-ircfr,no,female,0,yes,yes,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,92.85,5980.75,True
5312-tszvc,no,female,0,no,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,270.6,True
5312-uxesg,no,female,0,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer,98.05,3990.6,False
5313-fpxwg,no,male,0,no,no,51,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer,24.6,1266.4,True
5315-ckeqk,no,male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one year,yes,electronic check,51.0,1381.8,True
5317-flpjf,no,female,0,no,no,66,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer,61.35,4193.4,True
5318-ixuzf,yes,female,0,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer,87.15,183.75,False
5318-ykdpv,no,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card,79.15,3566.6,True
5320-brkgk,no,female,0,yes,yes,58,yes,yes,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,75.8,4415.75,True
5321-ntrkc,no,male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer,79.85,5234.95,True
5322-teujk,no,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,114.6,8100.25,True
5322-zsmzy,no,male,0,yes,yes,31,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.75,755.6,True
5324-ktgcg,no,male,0,yes,no,71,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,20.85,1539.75,True
5325-uwtwj,no,male,0,yes,no,31,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card,90.55,2929.75,False
5327-cnluq,no,male,0,yes,no,48,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer,96.9,4473.45,True
5327-xokky,no,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,credit card,73.45,5329.0,True
5329-krdtm,no,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card,77.35,5396.25,True
5331-rgmtt,no,male,1,yes,no,54,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card,99.05,5295.7,False
5334-afqjb,no,male,1,no,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,25.1,1789.9,True
5334-jlaxu,no,female,0,yes,no,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card,94.1,5475.9,False
5336-ufnzp,no,female,1,yes,yes,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,107.45,7047.5,True
5337-iiwkz,no,male,0,yes,yes,34,no,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,44.85,1442.6,False
5338-yhwyt,no,male,0,no,yes,37,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,credit card,61.45,2302.35,True
5339-pxdvh,no,male,0,no,no,4,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,90.65,367.95,False
5339-tjfek,no,male,0,yes,yes,62,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,105.5,6487.2,False
5343-sgubi,no,female,0,no,no,52,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,mailed check,80.2,4297.6,True
5345-bmkwb,no,male,0,yes,no,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,158.35,False
5346-bzchp,no,female,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.4,1346.2,True
5348-cagxb,no,male,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.55,1021.75,False
5349-azpew,no,female,0,yes,yes,5,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.05,125.5,False
5349-iecld,yes,male,0,no,no,2,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,94.95,178.1,False
5351-qesio,no,male,0,no,yes,1,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.2,24.2,False
5353-wilci,no,female,0,no,no,28,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,56.05,1522.65,False
5356-csvsq,no,female,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,64.6,174.2,False
5356-kzckt,no,male,0,no,no,58,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,24.45,1513.6,True
5356-rhipp,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.2,20.2,False
5357-tzhpp,yes,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card,84.4,732.5,False
5360-ljcnj,no,female,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,105.15,7555.0,True
5360-xgyaz,no,male,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,65.65,4664.5,True
5364-evnib,yes,male,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.8,973.45,False
5364-xyirr,yes,male,0,yes,no,51,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.65,4812.75,False
5365-llfyv,no,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,105.6,False
5366-ijeqj,yes,male,0,no,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,88.7,1761.45,False
5366-obvmr,no,female,0,yes,no,18,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.3,908.75,False
5370-iivvl,no,male,0,no,no,37,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card,104.5,3778.0,True
5371-vylsx,no,female,1,no,no,50,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,83.4,4113.7,False
5372-fbkbn,no,female,0,no,yes,21,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.75,452.2,False
5373-sfodm,yes,male,1,yes,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card,85.25,3132.75,False
5375-xldof,no,male,0,yes,yes,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,114.35,7665.8,True
5376-deqcp,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.6,70.6,False
5376-pcknb,no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card,104.45,7459.0,True
5377-ndtou,no,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,91.05,6293.75,True
5378-ikeeg,yes,female,0,no,no,1,no,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,35.75,35.75,False
5380-afssk,yes,female,0,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,93.9,486.85,False
5380-wjkov,yes,male,0,no,no,34,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.35,3549.25,False
5380-xpjnz,no,female,0,no,no,38,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.05,678.2,True
5382-soyzl,no,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,2162.6,False
5382-temlv,no,male,0,no,no,45,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer,50.9,2298.55,False
5383-mmtwc,yes,female,1,yes,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.0,613.4,False
5384-zttwp,no,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.8,272.95,False
5385-suiri,yes,male,1,yes,no,52,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,104.2,5568.35,False
5386-thslq,no,female,1,yes,no,66,no,no,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer,45.55,3027.25,True
5387-asznz,no,female,1,no,no,66,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,credit card,63.85,4174.35,True
5389-ffvkb,yes,male,1,yes,no,32,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card,80.3,2483.05,False
5392-akemh,no,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.05,523.1,False
5393-hjzsm,no,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer,76.3,2404.15,False
5393-rxqsz,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.6,79.6,False
5394-meitz,no,female,0,yes,yes,60,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer,80.6,4946.7,True
5394-svgjv,yes,male,0,no,no,37,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,bank transfer,98.8,3475.55,False
5396-izepb,no,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card,19.7,180.7,False
5397-nskqg,no,male,0,yes,yes,67,no,no,dsl,yes,no,no,no,yes,yes,two year,no,credit card,50.9,3281.65,True
5397-tupsh,no,male,1,yes,no,65,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer,70.95,4555.2,True
5399-zimkf,no,male,0,no,no,5,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.65,383.65,False
5402-htotq,no,male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,55.3,875.35,False
5404-ggukr,no,male,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.35,262.3,False
5405-zmyxq,no,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card,74.6,548.9,False
5406-kgrmx,no,female,0,no,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,24.55,1719.15,True
5414-ofqcb,no,male,0,no,no,57,yes,yes,fiber optic,no,no,no,yes,yes,no,two year,yes,credit card,90.45,5229.8,True
5419-conwx,yes,female,1,no,no,4,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card,99.8,442.85,False
5419-jkznq,no,male,1,yes,no,30,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,77.9,2351.45,False
5419-jprrn,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.45,101.45,False
5419-klxbn,yes,female,0,yes,yes,25,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer,89.15,2257.75,False
5423-bhixo,no,female,0,no,no,32,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,54.2,1739.6,False
5424-rlqlc,no,male,0,no,no,10,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,mailed check,59.65,638.95,False
5429-lwcmv,no,female,0,no,no,12,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.15,1057.55,False
5433-kyghe,no,female,0,no,yes,14,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,mailed check,86.0,1164.05,False
5438-qmddl,no,female,0,yes,no,19,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,mailed check,59.8,1130.85,False
5439-wikxb,no,male,1,yes,no,41,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.55,3851.45,False
5440-flbqg,yes,male,1,yes,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer,108.4,7318.2,True
5440-vhlul,no,male,0,no,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer,105.2,7386.05,True
5442-bhqng,no,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.35,139.25,False
5442-bxvnd,no,female,0,yes,yes,33,yes,yes,no,no,no,no,no,no,no,month-to-month,no,bank transfer,24.25,838.5,False
5442-pptjy,no,male,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,258.35,True
5442-utcvd,yes,male,0,no,yes,3,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.85,257.05,False
